"","Indicator_Code","Indicator_Name","Num_of_Countries","Num_of_Years","FirstYear","LastYear"
"541","IC.ELC.OUTG.ZS","Firms experiencing electrical outages (% of firms)",183,12,"2006","2017"
"542","IC.ELC.TIME","Time required to get electricity (days)",234,9,"2009","2017"
"543","IC.EXP.COST.CD","Cost to export (USdollar per container)",234,10,"2005","2014"
"544","IC.EXP.CSBC.CD","Cost to export, border compliance (USdollar)",235,4,"2014","2017"
"545","IC.EXP.CSDC.CD","Cost to export, documentary compliance (USdollar)",235,4,"2014","2017"
"546","IC.EXP.DOCS","Documents to export (number)",228,10,"2005","2014"
"547","IC.EXP.DURS","Time to export (days)",234,10,"2005","2014"
"548","IC.EXP.TMBC","Time to export, border compliance (hours)",233,3,"2014","2016"
"549","IC.EXP.TMDC","Time to export, documentary compliance (hours)",233,3,"2014","2016"
"550","IC.FRM.BKWC.ZS","Firms using banks to finance working capital (% of firms)",192,16,"2002","2017"
"551","IC.FRM.BNKS.ZS","Firms using banks to finance investment (% of firms)",192,16,"2002","2017"
"552","IC.FRM.BRIB.ZS","Bribery incidence (% of firms experiencing at least one bribe payment request)",186,12,"2006","2017"
"553","IC.FRM.CMPU.ZS","Firms competing against unregistered firms (% of firms)",186,12,"2006","2017"
"554","IC.FRM.CORR.ZS","Informal payments to public officials (% of firms)",190,16,"2002","2017"
"555","IC.FRM.CRIM.ZS","Losses due to theft and vandalism (% of annual sales of affected firms)",182,12,"2006","2017"
"556","IC.FRM.DURS","Time required to obtain an operating license (days)",183,15,"2003","2017"
"557","IC.FRM.FEMM.ZS","Firms with female top manager (% of firms)",175,11,"2007","2017"
"558","IC.FRM.FEMO.ZS","Firms with female participation in ownership (% of firms)",192,14,"2004","2017"
"559","IC.FRM.FREG.ZS","Firms formally registered when operations started (% of firms)",182,12,"2006","2017"
"560","IC.FRM.INFM.ZS","Firms that do not report all sales for tax purposes (% of firms)",147,9,"2002","2010"
"561","IC.FRM.METG.ZS","Firms visited or required meetings with tax officials (% of firms)",184,12,"2006","2017"
"562","IC.FRM.OUTG.ZS","Value lost due to electrical outages (% of sales for affected firms)",183,12,"2006","2017"
"563","IC.FRM.RSDV.ZS","Firms that spend on R&D (% of firms)",163,9,"2006","2017"
"564","IC.FRM.THEV.ZS","Firms experiencing losses due to theft and vandalism (% of firms)",184,12,"2006","2017"
"565","IC.FRM.TRNG.ZS","Firms offering formal training (% of firms)",191,16,"2002","2017"
"566","IC.GOV.DURS.ZS","Time spent dealing with the requirements of government regulations (% of senior management time)",192,16,"2002","2017"
"567","IC.IMP.COST.CD","Cost to import (USdollar per container)",234,10,"2005","2014"
"568","IC.IMP.CSBC.CD","Cost to import, border compliance (USdollar)",235,4,"2014","2017"
"569","IC.IMP.CSDC.CD","Cost to import, documentary compliance (USdollar)",235,4,"2014","2017"
"570","IC.IMP.DOCS","Documents to import (number)",228,10,"2005","2014"
"571","IC.IMP.DURS","Time to import (days)",234,10,"2005","2014"
"572","IC.IMP.TMBC","Time to import, border compliance (hours)",233,3,"2014","2016"
"573","IC.IMP.TMDC","Time to import, documentary compliance (hours)",233,3,"2014","2016"
"574","IC.ISV.DURS","Time to resolve insolvency (years)",212,15,"2003","2017"
"575","IC.LGL.CRED.XQ","Strength of legal rights index (0=weak to 12=strong)",235,5,"2013","2017"
"576","IC.LGL.DURS","Time required to enforce a contract (days)",235,15,"2003","2017"
"577","IC.PRP.DURS","Time required to register property (days)",231,14,"2004","2017"
"578","IC.PRP.PROC","Procedures to register property (number)",231,14,"2004","2017"
"579","IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, female (% of GNI per capita)",235,15,"2003","2017"
"580","IC.REG.COST.PC.MA.ZS","Cost of business start-up procedures, male (% of GNI per capita)",235,15,"2003","2017"
"581","IC.REG.COST.PC.ZS","Cost of business start-up procedures (% of GNI per capita)",235,15,"2003","2017"
"582","IC.REG.DURS","Time required to start a business (days)",235,15,"2003","2017"
"583","IC.REG.DURS.FE","Time required to start a business, female (days)",235,15,"2003","2017"
"584","IC.REG.DURS.MA","Time required to start a business, male (days)",235,15,"2003","2017"
"585","IC.REG.PROC","Start-up procedures to register a business (number)",235,15,"2003","2017"
"586","IC.REG.PROC.FE","Start-up procedures to register a business, female (number)",235,15,"2003","2017"
"587","IC.REG.PROC.MA","Start-up procedures to register a business, male (number)",235,15,"2003","2017"
"588","IC.TAX.DURS","Time to prepare and pay taxes (hours)",234,13,"2005","2017"
"589","IC.TAX.GIFT.ZS","Firms expected to give gifts in meetings with tax officials (% of firms)",192,16,"2002","2017"
"590","IC.TAX.LABR.CP.ZS","Labor tax and contributions (% of commercial profits)",234,13,"2005","2017"
"591","IC.TAX.METG","Number of visits or required meetings of affected firms with tax officials",184,12,"2006","2017"
"592","IC.TAX.OTHR.CP.ZS","Other taxes payable by businesses (% of commercial profits)",234,13,"2005","2017"
"593","IC.TAX.PAYM","Tax payments (number)",234,13,"2005","2017"
"594","IC.TAX.PRFT.CP.ZS","Profit tax (% of commercial profits)",234,13,"2005","2017"
"595","IC.TAX.TOTL.CP.ZS","Total tax rate (% of commercial profits)",234,13,"2005","2017"
"596","IC.WRH.DURS","Time required to build a warehouse (days)",232,13,"2005","2017"
"597","IC.WRH.PROC","Procedures to build a warehouse (number)",232,13,"2005","2017"
"598","IE.PPI.ENGY.CD","Investment in energy with private participation (current USdollar)",119,24,"1993","2016"
"599","IE.PPI.ICTI.CD","Investment in ICT with private participation (current USdollar)",20,2,"2015","2016"
"600","IE.PPI.TELE.CD","Investment in telecoms with private participation (current USdollar)",162,33,"1982","2014"
"601","IE.PPI.TRAN.CD","Investment in transport with private participation (current USdollar)",101,24,"1993","2016"
"602","IE.PPI.WATR.CD","Investment in water and sanitation with private participation (current USdollar)",54,24,"1993","2016"
"603","IE.PPN.ENGY.CD","Public private partnerships investment in energy (current USdollar)",114,28,"1989","2016"
"604","IE.PPN.TELE.CD","Public private partnerships investment in telecom (current USdollar)",7,17,"1989","2009"
"605","IE.PPN.TRAN.CD","Public private partnerships investment in transport (current USdollar)",101,31,"1985","2016"
"606","IE.PPN.WATR.CD","Public private partnerships investment in water and sanitation (current USdollar)",56,27,"1989","2016"
"607","IP.IDS.NRCT","Industrial design applications, nonresident, by count",166,12,"2004","2015"
"608","IP.IDS.RSCT","Industrial design applications, resident, by count",160,12,"2004","2015"
"609","IP.JRN.ARTC.SC","Scientific and technical journal articles",239,14,"2000","2013"
"610","IP.PAT.NRES","Patent applications, nonresidents",195,56,"1960","2015"
"611","IP.PAT.RESD","Patent applications, residents",185,56,"1960","2015"
"612","IP.TMK.NRCT","Trademark applications, nonresident, by count",179,12,"2004","2015"
"613","IP.TMK.NRES","Trademark applications, direct nonresident",206,56,"1960","2015"
"614","IP.TMK.RESD","Trademark applications, direct resident",205,56,"1960","2015"
"615","IP.TMK.RSCT","Trademark applications, resident, by count",173,12,"2004","2015"
"616","IP.TMK.TOTL","Trademark applications, total",215,55,"1960","2014"
"617","IQ.CPA.BREG.XQ","CPIA business regulatory environment rating (1=low to 6=high)",125,12,"2005","2016"
"618","IQ.CPA.DEBT.XQ","CPIA debt policy rating (1=low to 6=high)",125,12,"2005","2016"
"619","IQ.CPA.ECON.XQ","CPIA economic management cluster average (1=low to 6=high)",125,12,"2005","2016"
"620","IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)",125,12,"2005","2016"
"621","IQ.CPA.FINQ.XQ","CPIA quality of budgetary and financial management rating (1=low to 6=high)",125,12,"2005","2016"
"622","IQ.CPA.FINS.XQ","CPIA financial sector rating (1=low to 6=high)",125,12,"2005","2016"
"623","IQ.CPA.FISP.XQ","CPIA fiscal policy rating (1=low to 6=high)",125,12,"2005","2016"
"624","IQ.CPA.GNDR.XQ","CPIA gender equality rating (1=low to 6=high)",125,12,"2005","2016"
"625","IQ.CPA.HRES.XQ","CPIA building human resources rating (1=low to 6=high)",125,12,"2005","2016"
"626","IQ.CPA.IRAI.XQ","IDA resource allocation index (1=low to 6=high)",125,12,"2005","2016"
"627","IQ.CPA.MACR.XQ","CPIA macroeconomic management rating (1=low to 6=high)",125,12,"2005","2016"
"628","IQ.CPA.PADM.XQ","CPIA quality of public administration rating (1=low to 6=high)",125,12,"2005","2016"
"629","IQ.CPA.PRES.XQ","CPIA equity of public resource use rating (1=low to 6=high)",125,12,"2005","2016"
"630","IQ.CPA.PROP.XQ","CPIA property rights and rule-based governance rating (1=low to 6=high)",125,12,"2005","2016"
"631","IQ.CPA.PROT.XQ","CPIA social protection rating (1=low to 6=high)",123,12,"2005","2016"
"632","IQ.CPA.PUBS.XQ","CPIA public sector management and institutions cluster average (1=low to 6=high)",125,12,"2005","2016"
"633","IQ.CPA.REVN.XQ","CPIA efficiency of revenue mobilization rating (1=low to 6=high)",125,12,"2005","2016"
"634","IQ.CPA.SOCI.XQ","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)",124,12,"2005","2016"
"635","IQ.CPA.STRC.XQ","CPIA structural policies cluster average (1=low to 6=high)",125,12,"2005","2016"
"636","IQ.CPA.TRAD.XQ","CPIA trade rating (1=low to 6=high)",125,12,"2005","2016"
"637","IQ.CPA.TRAN.XQ","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",125,12,"2005","2016"
"638","IQ.SCI.MTHD","Methodology assessment of statistical capacity (scale 0 - 100)",180,14,"2004","2017"
"639","IQ.SCI.OVRL","Statistical Capacity score (Overall average)",180,14,"2004","2017"
"640","IQ.SCI.PRDC","Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)",180,14,"2004","2017"
"641","IQ.SCI.SRCE","Source data assessment of statistical capacity (scale 0 - 100)",180,14,"2004","2017"
"642","IQ.WEF.CUST.XQ","Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",196,11,"2007","2017"
"643","IQ.WEF.PORT.XQ","Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",196,11,"2007","2017"
"644","IS.AIR.DPRT","Air transport, registered carrier departures worldwide",230,47,"1970","2016"
"645","IS.AIR.GOOD.MT.K1","Air transport, freight (million ton-km)",229,47,"1970","2016"
"646","IS.AIR.PSGR","Air transport, passengers carried",230,47,"1970","2016"
"647","IS.RRS.GOOD.MT.K6","Railways, goods transported (million ton-km)",141,37,"1980","2016"
"648","IS.RRS.PASG.KM","Railways, passengers carried (million passenger-km)",137,37,"1980","2016"
"649","IS.RRS.TOTL.KM","Rail lines (total route-km)",156,37,"1980","2016"
"650","IS.SHP.GCNW.XQ","Liner shipping connectivity index (maximum value in 2004 = 100)",157,13,"2004","2016"
"651","IS.SHP.GOOD.TU","Container port traffic (TEU: 20 foot equivalent units)",176,17,"2000","2016"
"652","IT.CEL.SETS","Mobile cellular subscriptions",260,45,"1960","2016"
"653","IT.CEL.SETS.P2","Mobile cellular subscriptions (per 100 people)",260,45,"1960","2016"
"654","IT.MLT.MAIN","Fixed telephone subscriptions",259,45,"1960","2016"
"655","IT.MLT.MAIN.P2","Fixed telephone subscriptions (per 100 people)",259,45,"1960","2016"
"656","IT.NET.BBND","Fixed broadband subscriptions",253,19,"1998","2016"
"657","IT.NET.BBND.P2","Fixed broadband subscriptions (per 100 people)",253,19,"1998","2016"
"658","IT.NET.SECR","Secure Internet servers",260,15,"2001","2016"
"659","IT.NET.SECR.P6","Secure Internet servers (per 1 million people)",260,15,"2001","2016"
"660","IT.NET.USER.ZS","Individuals using the Internet (% of population)",258,45,"1960","2016"
"661","LP.EXP.DURS.MD","Lead time to export, median case (days)",197,5,"2007","2016"
"662","LP.IMP.DURS.MD","Lead time to import, median case (days)",196,5,"2007","2016"
"663","LP.LPI.CUST.XQ","Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)",213,5,"2007","2016"
"664","LP.LPI.INFR.XQ","Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)",213,5,"2007","2016"
"665","LP.LPI.ITRN.XQ","Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)",213,5,"2007","2016"
"666","LP.LPI.LOGS.XQ","Logistics performance index: Competence and quality of logistics services (1=low to 5=high)",213,5,"2007","2016"
"667","LP.LPI.OVRL.XQ","Logistics performance index: Overall (1=low to 5=high)",213,5,"2007","2016"
"668","LP.LPI.TIME.XQ","Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)",213,5,"2007","2016"
"669","LP.LPI.TRAC.XQ","Logistics performance index: Ability to track and trace consignments (1=low to 5=high)",213,5,"2007","2016"
"670","MS.MIL.MPRT.KD","Arms imports (SIPRI trend indicator values)",231,57,"1960","2016"
"671","MS.MIL.TOTL.P1","Armed forces personnel, total",219,28,"1985","2015"
"672","MS.MIL.TOTL.TF.ZS","Armed forces personnel (% of total labor force)",217,26,"1990","2015"
"673","MS.MIL.XPND.CN","Military expenditure (current LCU)",166,57,"1960","2016"
"674","MS.MIL.XPND.GD.ZS","Military expenditure (% of GDP)",211,57,"1960","2016"
"675","MS.MIL.XPND.ZS","Military expenditure (% of central government expenditure)",172,45,"1972","2016"
"676","MS.MIL.XPRT.KD","Arms exports (SIPRI trend indicator values)",161,57,"1960","2016"
"677","NE.CON.GOVT.CD","General government final consumption expenditure (current USdollar)",234,57,"1960","2016"
"678","NE.CON.GOVT.CN","General government final consumption expenditure (current LCU)",189,57,"1960","2016"
"679","NE.CON.GOVT.KD","General government final consumption expenditure (constant 2010 USdollar)",220,57,"1960","2016"
"680","NE.CON.GOVT.KD.ZG","General government final consumption expenditure (annual % growth)",209,56,"1961","2016"
"681","NE.CON.GOVT.KN","General government final consumption expenditure (constant LCU)",169,57,"1960","2016"
"682","NE.CON.GOVT.ZS","General government final consumption expenditure (% of GDP)",235,57,"1960","2016"
"683","NE.CON.PETC.CD","Household final consumption expenditure, etc. (current USdollar)",232,57,"1960","2016"
"684","NE.CON.PETC.CN","Household final consumption expenditure, etc. (current LCU)",188,57,"1960","2016"
"685","NE.CON.PETC.KD","Household final consumption expenditure, etc. (constant 2010 USdollar)",220,57,"1960","2016"
"686","NE.CON.PETC.KD.ZG","Household final consumption expenditure, etc. (annual % growth)",207,56,"1961","2016"
"687","NE.CON.PETC.KN","Household final consumption expenditure, etc. (constant LCU)",167,57,"1960","2016"
"688","NE.CON.PETC.ZS","Household final consumption expenditure, etc. (% of GDP)",234,57,"1960","2016"
"689","NE.CON.PRVT.CD","Household final consumption expenditure (current USdollar)",237,57,"1960","2016"
"690","NE.CON.PRVT.CN","Household final consumption expenditure (current LCU)",192,57,"1960","2016"
"691","NE.CON.PRVT.KD","Household final consumption expenditure (constant 2010 USdollar)",224,57,"1960","2016"
"692","NE.CON.PRVT.KD.ZG","Household final consumption expenditure (annual % growth)",212,56,"1961","2016"
"693","NE.CON.PRVT.KN","Household final consumption expenditure (constant LCU)",170,57,"1960","2016"
"694","NE.CON.PRVT.PC.KD","Household final consumption expenditure per capita (constant 2010 USdollar)",224,57,"1960","2016"
"695","NE.CON.PRVT.PC.KD.ZG","Household final consumption expenditure per capita growth (annual %)",203,56,"1961","2016"
"696","NE.CON.PRVT.PP.CD","Household final consumption expenditure, PPP (current international dollar)",228,27,"1990","2016"
"697","NE.CON.PRVT.PP.KD","Household final consumption expenditure, PPP (constant 2011 international dollar)",219,27,"1990","2016"
"698","NE.CON.TETC.CD","Final consumption expenditure, etc. (current USdollar)",232,57,"1960","2016"
"699","NE.CON.TETC.CN","Final consumption expenditure, etc. (current LCU)",188,57,"1960","2016"
"700","NE.CON.TETC.KD","Final consumption expenditure, etc. (constant 2010 USdollar)",220,57,"1960","2016"
"701","NE.CON.TETC.KD.ZG","Final consumption expenditure, etc. (annual % growth)",207,56,"1961","2016"
"702","NE.CON.TETC.KN","Final consumption expenditure, etc. (constant LCU)",168,57,"1960","2016"
"703","NE.CON.TETC.ZS","Final consumption expenditure, etc. (% of GDP)",188,57,"1960","2016"
"704","NE.CON.TOTL.CD","Final consumption expenditure (current USdollar)",187,57,"1960","2016"
"705","NE.CON.TOTL.CN","Final consumption expenditure (current LCU)",187,57,"1960","2016"
"706","NE.CON.TOTL.KD","Final consumption expenditure (constant 2010 USdollar)",219,57,"1960","2016"
"707","NE.CON.TOTL.KN","Final consumption expenditure (constant LCU)",166,57,"1960","2016"
"708","NE.DAB.DEFL.ZS","Gross national expenditure deflator (base year varies by country)",168,57,"1960","2016"
"709","NE.DAB.TOTL.CD","Gross national expenditure (current USdollar)",232,57,"1960","2016"
"710","NE.DAB.TOTL.CN","Gross national expenditure (current LCU)",188,57,"1960","2016"
"711","NE.DAB.TOTL.KD","Gross national expenditure (constant 2010 USdollar)",220,57,"1960","2016"
"712","NE.DAB.TOTL.KN","Gross national expenditure (constant LCU)",168,57,"1960","2016"
"713","NE.DAB.TOTL.ZS","Gross national expenditure (% of GDP)",188,57,"1960","2016"
"714","NE.EXP.GNFS.CD","Exports of goods and services (current USdollar)",247,57,"1960","2016"
"715","NE.EXP.GNFS.CN","Exports of goods and services (current LCU)",201,57,"1960","2016"
"716","NE.EXP.GNFS.KD","Exports of goods and services (constant 2010 USdollar)",237,57,"1960","2016"
"717","NE.EXP.GNFS.KD.ZG","Exports of goods and services (annual % growth)",214,56,"1961","2016"
"718","NE.EXP.GNFS.KN","Exports of goods and services (constant LCU)",174,57,"1960","2016"
"719","NE.EXP.GNFS.ZS","Exports of goods and services (% of GDP)",247,57,"1960","2016"
"720","NE.GDI.FPRV.CN","Gross fixed capital formation, private sector (current LCU)",126,57,"1960","2016"
"721","NE.GDI.FPRV.ZS","Gross fixed capital formation, private sector (% of GDP)",148,57,"1960","2016"
"722","NE.GDI.FTOT.CD","Gross fixed capital formation (current USdollar)",229,57,"1960","2016"
"723","NE.GDI.FTOT.CN","Gross fixed capital formation (current LCU)",186,57,"1960","2016"
"724","NE.GDI.FTOT.KD","Gross fixed capital formation (constant 2010 USdollar)",214,57,"1960","2016"
"725","NE.GDI.FTOT.KD.ZG","Gross fixed capital formation (annual % growth)",207,56,"1961","2016"
"726","NE.GDI.FTOT.KN","Gross fixed capital formation (constant LCU)",167,57,"1960","2016"
"727","NE.GDI.FTOT.ZS","Gross fixed capital formation (% of GDP)",230,57,"1960","2016"
"728","NE.GDI.STKB.CD","Changes in inventories (current USdollar)",187,57,"1960","2016"
"729","NE.GDI.STKB.CN","Changes in inventories (current LCU)",188,57,"1960","2016"
"730","NE.GDI.STKB.KN","Changes in inventories (constant LCU)",150,57,"1960","2016"
"731","NE.GDI.TOTL.CD","Gross capital formation (current USdollar)",232,57,"1960","2016"
"732","NE.GDI.TOTL.CN","Gross capital formation (current LCU)",188,57,"1960","2016"
"733","NE.GDI.TOTL.KD","Gross capital formation (constant 2010 USdollar)",221,57,"1960","2016"
"734","NE.GDI.TOTL.KD.ZG","Gross capital formation (annual % growth)",212,56,"1961","2016"
"735","NE.GDI.TOTL.KN","Gross capital formation (constant LCU)",170,57,"1960","2016"
"736","NE.GDI.TOTL.ZS","Gross capital formation (% of GDP)",234,57,"1960","2016"
"737","NE.IMP.GNFS.CD","Imports of goods and services (current USdollar)",247,57,"1960","2016"
"738","NE.IMP.GNFS.CN","Imports of goods and services (current LCU)",201,57,"1960","2016"
"739","NE.IMP.GNFS.KD","Imports of goods and services (constant 2010 USdollar)",237,57,"1960","2016"
"740","NE.IMP.GNFS.KD.ZG","Imports of goods and services (annual % growth)",215,56,"1961","2016"
"741","NE.IMP.GNFS.KN","Imports of goods and services (constant LCU)",174,57,"1960","2016"
"742","NE.IMP.GNFS.ZS","Imports of goods and services (% of GDP)",247,57,"1960","2016"
"743","NE.RSB.GNFS.CD","External balance on goods and services (current USdollar)",201,57,"1960","2016"
"744","NE.RSB.GNFS.CN","External balance on goods and services (current LCU)",201,57,"1960","2016"
"745","NE.RSB.GNFS.KN","External balance on goods and services (constant LCU)",165,55,"1960","2014"
"746","NE.RSB.GNFS.ZS","External balance on goods and services (% of GDP)",247,57,"1960","2016"
"747","NE.TRD.GNFS.ZS","Trade (% of GDP)",247,57,"1960","2016"
"748","NV.AGR.TOTL.CD","Agriculture, value added (current USdollar)",242,57,"1960","2016"
"749","NV.AGR.TOTL.CN","Agriculture, value added (current LCU)",198,57,"1960","2016"
"750","NV.AGR.TOTL.KD","Agriculture, value added (constant 2010 USdollar)",232,57,"1960","2016"
"751","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)",236,56,"1961","2016"
"752","NV.AGR.TOTL.KN","Agriculture, value added (constant LCU)",191,57,"1960","2016"
"753","NV.AGR.TOTL.ZS","Agriculture, value added (% of GDP)",238,57,"1960","2016"
"754","NV.IND.MANF.CD","Manufacturing, value added (current USdollar)",242,57,"1960","2016"
"755","NV.IND.MANF.CN","Manufacturing, value added (current LCU)",197,57,"1960","2016"
"756","NV.IND.MANF.KD","Manufacturing, value added (constant 2010 USdollar)",226,57,"1960","2016"
"757","NV.IND.MANF.KD.ZG","Manufacturing, value added (annual % growth)",222,56,"1961","2016"
"758","NV.IND.MANF.KN","Manufacturing, value added (constant LCU)",186,57,"1960","2016"
"759","NV.IND.MANF.ZS","Manufacturing, value added (% of GDP)",237,57,"1960","2016"
"760","NV.IND.TOTL.CD","Industry, value added (current USdollar)",243,57,"1960","2016"
"761","NV.IND.TOTL.CN","Industry, value added (current LCU)",198,57,"1960","2016"
"762","NV.IND.TOTL.KD","Industry, value added (constant 2010 USdollar)",234,57,"1960","2016"
"763","NV.IND.TOTL.KD.ZG","Industry, value added (annual % growth)",237,56,"1961","2016"
"764","NV.IND.TOTL.KN","Industry, value added (constant LCU)",191,57,"1960","2016"
"765","NV.IND.TOTL.ZS","Industry, value added (% of GDP)",239,57,"1960","2016"
"766","NV.MNF.CHEM.ZS.UN","Chemicals (% of value added in manufacturing)",146,52,"1963","2014"
"767","NV.MNF.FBTO.ZS.UN","Food, beverages and tobacco (% of value added in manufacturing)",147,52,"1963","2014"
"768","NV.MNF.MTRN.ZS.UN","Machinery and transport equipment (% of value added in manufacturing)",143,52,"1963","2014"
"769","NV.MNF.OTHR.ZS.UN","Other manufacturing (% of value added in manufacturing)",147,52,"1963","2014"
"770","NV.MNF.TECH.ZS.UN","Medium and high-tech industry (% manufacturing value added)",147,26,"1990","2015"
"771","NV.MNF.TXTL.ZS.UN","Textiles and clothing (% of value added in manufacturing)",147,52,"1963","2014"
"772","NV.SRV.TETC.CD","Services, etc., value added (current USdollar)",242,57,"1960","2016"
"773","NV.SRV.TETC.CN","Services, etc., value added (current LCU)",197,57,"1960","2016"
"774","NV.SRV.TETC.KD","Services, etc., value added (constant 2010 USdollar)",234,57,"1960","2016"
"775","NV.SRV.TETC.KD.ZG","Services, etc., value added (annual % growth)",236,56,"1961","2016"
"776","NV.SRV.TETC.KN","Services, etc., value added (constant LCU)",190,57,"1960","2016"
"777","NV.SRV.TETC.ZS","Services, etc., value added (% of GDP)",238,57,"1960","2016"
"778","NY.ADJ.AEDU.CD","Adjusted savings: education expenditure (current USdollar)",193,46,"1970","2015"
"779","NY.ADJ.AEDU.GN.ZS","Adjusted savings: education expenditure (% of GNI)",207,46,"1970","2015"
"780","NY.ADJ.DCO2.CD","Adjusted savings: carbon dioxide damage (current USdollar)",200,45,"1970","2014"
"781","NY.ADJ.DCO2.GN.ZS","Adjusted savings: carbon dioxide damage (% of GNI)",211,46,"1970","2015"
"782","NY.ADJ.DFOR.CD","Adjusted savings: net forest depletion (current USdollar)",188,46,"1970","2015"
"783","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)",196,46,"1970","2015"
"784","NY.ADJ.DKAP.CD","Adjusted savings: consumption of fixed capital (current USdollar)",198,46,"1970","2015"
"785","NY.ADJ.DKAP.GN.ZS","Adjusted savings: consumption of fixed capital (% of GNI)",208,46,"1970","2015"
"786","NY.ADJ.DMIN.CD","Adjusted savings: mineral depletion (current USdollar)",215,46,"1970","2015"
"787","NY.ADJ.DMIN.GN.ZS","Adjusted savings: mineral depletion (% of GNI)",217,46,"1970","2015"
"788","NY.ADJ.DNGY.CD","Adjusted savings: energy depletion (current USdollar)",200,46,"1970","2015"
"789","NY.ADJ.DNGY.GN.ZS","Adjusted savings: energy depletion (% of GNI)",205,46,"1970","2015"
"790","NY.ADJ.DPEM.CD","Adjusted savings: particulate emission damage (current USdollar)",172,26,"1990","2015"
"791","NY.ADJ.DPEM.GN.ZS","Adjusted savings: particulate emission damage (% of GNI)",184,26,"1990","2015"
"792","NY.ADJ.DRES.GN.ZS","Adjusted savings: natural resources depletion (% of GNI)",193,46,"1970","2015"
"793","NY.ADJ.ICTR.GN.ZS","Adjusted savings: gross savings (% of GNI)",193,46,"1970","2015"
"794","NY.ADJ.NNAT.CD","Adjusted savings: net national savings (current USdollar)",180,46,"1970","2015"
"795","NY.ADJ.NNAT.GN.ZS","Adjusted savings: net national savings (% of GNI)",213,46,"1970","2015"
"796","NY.ADJ.NNTY.CD","Adjusted net national income (current USdollar)",191,46,"1970","2015"
"797","NY.ADJ.NNTY.KD","Adjusted net national income (constant 2010 USdollar)",218,46,"1970","2015"
"798","NY.ADJ.NNTY.KD.ZG","Adjusted net national income (annual % growth)",195,45,"1971","2015"
"799","NY.ADJ.NNTY.PC.CD","Adjusted net national income per capita (current USdollar)",225,46,"1970","2015"
"800","NY.ADJ.NNTY.PC.KD","Adjusted net national income per capita (constant 2010 USdollar)",218,46,"1970","2015"
"801","NY.ADJ.NNTY.PC.KD.ZG","Adjusted net national income per capita (annual % growth)",195,45,"1971","2015"
"802","NY.ADJ.SVNG.CD","Adjusted net savings, including particulate emission damage (current USdollar)",160,26,"1990","2015"
"803","NY.ADJ.SVNG.GN.ZS","Adjusted net savings, including particulate emission damage (% of GNI)",172,26,"1990","2015"
"804","NY.ADJ.SVNX.CD","Adjusted net savings, excluding particulate emission damage (current USdollar)",166,46,"1970","2015"
"805","NY.ADJ.SVNX.GN.ZS","Adjusted net savings, excluding particulate emission damage (% of GNI)",178,46,"1970","2015"
"806","NY.EXP.CAPM.KN","Exports as a capacity to import (constant LCU)",174,57,"1960","2016"
"807","NY.GDP.COAL.RT.ZS","Coal rents (% of GDP)",241,46,"1970","2015"
"808","NY.GDP.DEFL.KD.ZG","Inflation, GDP deflator (annual %)",255,56,"1961","2016"
"809","NY.GDP.DEFL.KD.ZG.AD","Inflation, GDP deflator: linked series (annual %)",209,27,"1990","2016"
"810","NY.GDP.DEFL.ZS","GDP deflator (base year varies by country)",209,57,"1960","2016"
"811","NY.GDP.DEFL.ZS.AD","GDP deflator: linked series (base year varies by country)",208,27,"1990","2016"
"812","NY.GDP.DISC.CN","Discrepancy in expenditure estimate of GDP (current LCU)",188,57,"1960","2016"
"813","NY.GDP.DISC.KN","Discrepancy in expenditure estimate of GDP (constant LCU)",164,57,"1960","2016"
"814","NY.GDP.FCST.CD","Gross value added at factor cost (current USdollar)",215,57,"1960","2016"
"815","NY.GDP.FCST.CN","Gross value added at factor cost (current LCU)",184,57,"1960","2016"
"816","NY.GDP.FCST.KD","Gross value added at factor cost (constant 2010 USdollar)",204,57,"1960","2016"
"817","NY.GDP.FCST.KN","Gross value added at factor cost (constant LCU)",178,57,"1960","2016"
"818","NY.GDP.FRST.RT.ZS","Forest rents (% of GDP)",255,46,"1970","2015"
"819","NY.GDP.MINR.RT.ZS","Mineral rents (% of GDP)",255,46,"1970","2015"
"820","NY.GDP.MKTP.CD","GDP (current USdollar)",256,57,"1960","2016"
"821","NY.GDP.MKTP.CN","GDP (current LCU)",211,57,"1960","2016"
"822","NY.GDP.MKTP.CN.AD","GDP: linked series (current LCU)",208,27,"1990","2016"
"823","NY.GDP.MKTP.KD","GDP (constant 2010 USdollar)",250,57,"1960","2016"
